"substance";"product";"SCI-Grow";"Reference.SCI-Grow";"Load.Factor.SCI";"BCF";"Reference.BCF";"Load.Factor.BCF";"SoilDT50";"Reference.SoilDT50";"Load.Factor.SoilDT50";"Birds.Acute.LD50.mg.kg";"Reference.Value.Birds";"Load.Factor.Birds";"Mammals.Acute.Oral.LD50.mg.kg.BW.day";"Reference.Value.Mammals";"Load.Factor.Mammals";"Fish.Acute.96hr.LC50.mg.l";"Reference.Value.Fish";"Load.Factor.Fish";"Aquatic.Invertebrates.Acute.48hr.EC50.mg.l";"Reference.Value.Aquatic.Invertebrates";"Load.Factor.Aquatic.Invertebrates";"Algae.Acute.72hr.EC50.Growth.mg.l";"Reference.Value.Algae";"Load.Factor.Algae";"Aquatic.Plants.Acute.7d.EC50.mg.l";"Reference.Value.Aquatic.Plants";"Load.Factor.Aquatic.Plants";"Earthworms.Acute.14d.LC50.mg.kg";"Reference.Value.Earthworms";"Load.Factor.Earthworms";"BeesLD50";"Reference.Value.Bees";"Load.Factor.Bees";"Fish.Chronic.21d.NOEC.mg.l.corrected";"Reference.Value.Fish.Chronic";"Load.Factor.Fish.Chronic";"water.phase.DT50.days";"Aquatic.Invertebrates.Chronic.21d.NOEC.mg.l.correted";"Reference.Value.Aquatic.Invertebrates.Chronic";"Load.Factor.Aquatic.Invertebrates.Chronic";"Earthworms.Chronic.14d.NOEC..Reproduction.mg.kg.corrected";"Reference.Value.Earthworms.Chronic";"Load.Factor.Earthworms.Chronic";"concentration"
"Clofentezin";"31589 1";0;12,5;20;248;5100;2,5;96,8;354;2,5;3000;10;1;5200;8;1;0,015;0,00021;30;8e-04;0,00015;30;0,32;2e-05;3;0;0,00035;3;215;1;2;168,55;0,015;100;0,007;0,00015;3;2,1;0,025;0,00015;3;2,7;0,8;2;0,5
"Dichlobenil";"31590 2";0,0940821334781148;12,5;20;100;5100;2,5;47,075;354;2,5;698;10;1;2000;8;1;7,2;0,00021;30;6,2;0,00015;30;111;2e-05;3;0,0279;0,00035;3;135;1;2;11;0,015;100;0,66;0,00015;3;10,5;1,2;0,00015;3;0;0,8;2;0,0675
"Hexythiazox";"31591 2";0,00534756750846004;12,5;20;1100;5100;2,5;26,85;354;2,5;2000;10;1;5000;8;1;3,2;0,00021;30;0,47;0,00015;30;0,4;2e-05;3;0;0,00035;3;105;1;2;156;0,015;100;0,04;0,00015;3;11,5;0,0061;0,00015;3;0;0,8;2;0,1
"Deltamethrin";"31592 1";0,00535307472937412;12,5;20;1400;5100;2,5;19,5;354;2,5;2250;10;1;87;8;1;0,00026;0,00021;30;0,00056;0,00015;30;9,1;2e-05;3;0;0,00035;3;1290;1;2;0,04025;0,015;100;3,2e-05;0,00015;3;17;4,1e-06;0,00015;3;0;0,8;2;0,0153
"zeta-Cypermethrin";"31593 1";0,00535307472937412;12,5;20;1204;5100;2,5;64;354;2,5;10000;10;1;287;8;1;0,0028;0,00021;30;3e-04;0,00015;30;0,1;2e-05;3;0;0,00035;3;100;1;2;0,0275;0,015;100;3e-05;0,00015;3;3;4e-05;0,00015;3;0;0,8;2;0,1
"Prosulfocarb";"31594 1";0,0131148472134573;12,5;20;700;5100;2,5;12,15;354;2,5;2250;10;1;1820;8;1;0,84;0,00021;30;0,51;0,00015;30;0,049;2e-05;3;0,69;0,00035;3;71,8;1;2;91,7;0,015;100;0,31;0,00015;3;0,94;0,045;0,00015;3;0;0,8;2;0,8
"Isoproturon";"31595 1";0,0486362216225364;12,5;20;177;5100;2,5;12;354;2,5;1401;10;1;1826;8;1;18;0,00021;30;0,58;0,00015;30;0,013;2e-05;3;0,031;0,00035;3;1000;1;2;197,5;0,015;100;1;0,00015;3;40;0,12;0,00015;3;0;0,8;2;0,5
"Isoproturon";"31596 1";0,0486362216225364;12,5;20;177;5100;2,5;12;354;2,5;1401;10;1;1826;8;1;18;0,00021;30;0,58;0,00015;30;0,013;2e-05;3;0,031;0,00035;3;1000;1;2;197,5;0,015;100;1;0,00015;3;40;0,12;0,00015;3;0;0,8;2;0,5
"Dicamba";"31597 1";0,00376968441871336;12,5;20;15;5100;2,5;4;354;2,5;1373;10;1;1581;8;1;100;0,00021;30;41;0,00015;30;1,8;2e-05;3;0,45;0,00035;3;1000;1;2;100;0,015;100;180;0,00015;3;40;97;0,00015;3;0;0,8;2;0,48
"Isoproturon";"31598 1";0,0486362216225364;12,5;20;177;5100;2,5;12;354;2,5;1401;10;1;1826;8;1;18;0,00021;30;0,58;0,00015;30;0,013;2e-05;3;0,031;0,00035;3;1000;1;2;197,5;0,015;100;1;0,00015;3;40;0,12;0,00015;3;0;0,8;2;0,5
"Isoproturon";"31599 2";0,0486362216225364;12,5;20;177;5100;2,5;12;354;2,5;1401;10;1;1826;8;1;18;0,00021;30;0,58;0,00015;30;0,013;2e-05;3;0,031;0,00035;3;1000;1;2;197,5;0,015;100;1;0,00015;3;40;0,12;0,00015;3;0;0,8;2;0,5
"Triasulfuron";"31599 2";4,13472300528818;12,5;20;1,3;5100;2,5;59,1;354;2,5;2150;10;1;5000;8;1;100;0,00021;30;100;0,00015;30;0,035;2e-05;3;6,8e-05;0,00035;3;1000;1;2;100;0,015;100;36,6;0,00015;3;217;10;0,00015;3;0;0,8;2;0,0025
"Metribuzin";"31600 2";0,0764472741372659;12,5;20;10;5100;2,5;11,5;354;2,5;164;10;1;322;8;1;74,6;0,00021;30;49;0,00015;30;0,02;2e-05;3;0,008;0,00035;3;427;1;2;183;0,015;100;5,6;0,00015;3;41;0,32;0,00015;3;5,25;0,8;2;0,7
"Dichlobenil";"31601 12";0,0940821334781148;12,5;20;100;5100;2,5;47,075;354;2,5;698;10;1;2000;8;1;7,2;0,00021;30;6,2;0,00015;30;111;2e-05;3;0,0279;0,00035;3;135;1;2;11;0,015;100;0,66;0,00015;3;10,5;1,2;0,00015;3;0;0,8;2;6,75e-05
"Mancozeb";"31602 2";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,75
"Aclonifen";"31603 1";0,0073611292198144;12,5;20;2896;5100;2,5;89,65;354;2,5;2000;10;1;5000;8;1;0,67;0,00021;30;1,2;0,00015;30;0,47;2e-05;3;0,006;0,00035;3;150;1;2;100;0,015;100;0,005;0,00015;3;4,2;0,016;0,00015;3;45;0,8;2;0,6
"Dichlobenil";"31604 12";0,0940821334781148;12,5;20;100;5100;2,5;47,075;354;2,5;698;10;1;2000;8;1;7,2;0,00021;30;6,2;0,00015;30;111;2e-05;3;0,0279;0,00035;3;135;1;2;11;0,015;100;0,66;0,00015;3;10,5;1,2;0,00015;3;0;0,8;2;6,75e-05
"Fenpropidin";"31605 2";0,0167747992838027;12,5;20;163;5100;2,5;99,5;354;2,5;1899;10;1;1452;8;1;1,9;0,00021;30;0,54;0,00015;30;0,0057;2e-05;3;0;0,00035;3;500;1;2;10;0,015;100;0,32;0,00015;3;1,8;0,32;0,00015;3;10;0,8;2;0,4
"Asulam";"31606 1";0,00299676040177234;12,5;20;0;5100;2,5;3,2;354;2,5;1827;10;1;5000;8;1;91,3;0,00021;30;57,9;0,00015;30;0;2e-05;3;0,27;0,00035;3;1000;1;2;111,85;0,015;100;119,1;0,00015;3;0;6,4;0,00015;3;0;0,8;2;0,4
"Asulam";"31607 1";0,00299676040177234;12,5;20;0;5100;2,5;3,2;354;2,5;1827;10;1;5000;8;1;91,3;0,00021;30;57,9;0,00015;30;0;2e-05;3;0,27;0,00035;3;1000;1;2;111,85;0,015;100;119,1;0,00015;3;0;6,4;0,00015;3;0;0,8;2;0,4
"Fenbutatin oxid";"31608 2";0,00535307472937412;12,5;20;730;5100;2,5;377;354;2,5;969;10;1;3000;8;1;0,00114;0,00021;30;0,048;0,00015;30;0,0036;2e-05;3;0;0,00035;3;500;1;2;200;0,015;100;0,00127;0,00015;3;1;0,016;0,00015;3;1,67;0,8;2;0,5
"Schwefel";"31609 2";0,0199103330212164;12,5;20;0;5100;2,5;0;354;2,5;2000;10;1;2000;8;1;0,063;0,00021;30;0,063;0,00015;30;0,063;2e-05;3;0;0,00035;3;2000;1;2;103,4;0,015;100;0;0,00015;3;708;0;0,00015;3;0;0,8;2;0,8
"Cyproconazol";"31610 1";0,377736750152061;12,5;20;28;5100;2,5;142;354;2,5;94;10;1;350;8;1;19;0,00021;30;22;0,00015;30;0,099;2e-05;3;0,059;0,00035;3;168;1;2;100;0,015;100;0,65;0,00015;3;0;0,29;0,00015;3;0,75;0,8;2;0,05
"Ethephon";"31611 1";0,0124161605971761;12,5;20;0;5100;2,5;16,25;354;2,5;764;10;1;1564;8;1;100;0,00021;30;31,7;0,00015;30;20,9;2e-05;3;1,6;0,00035;3;165,4;1;2;108,25;0,015;100;43;0,00015;3;2,4;67;0,00015;3;200;0,8;2;0,48
"Schwefel";"31612 2";0,0199103330212164;12,5;20;0;5100;2,5;0;354;2,5;2000;10;1;2000;8;1;0,063;0,00021;30;0,063;0,00015;30;0,063;2e-05;3;0;0,00035;3;2000;1;2;103,4;0,015;100;0;0,00015;3;708;0;0,00015;3;0;0,8;2;0,8
"Clofentezin";"31613 1";0;12,5;20;248;5100;2,5;96,8;354;2,5;3000;10;1;5200;8;1;0,015;0,00021;30;8e-04;0,00015;30;0,32;2e-05;3;0;0,00035;3;215;1;2;168,55;0,015;100;0,007;0,00015;3;2,1;0,025;0,00015;3;2,7;0,8;2;0,5
"Clopyralid";"31614 1";2,4301909094847;12,5;20;1;5100;2,5;34;354;2,5;1465;10;1;2675;8;1;99,9;0,00021;30;99;0,00015;30;30,5;2e-05;3;89;0,00035;3;1000;1;2;99,05;0,015;100;10,8;0,00015;3;148;17;0,00015;3;2;0,8;2;0,1
"Diflubenzuron";"31615 2";0,00125631386932299;12,5;20;320;5100;2,5;3,1;354;2,5;5000;10;1;4640;8;1;0,13;0,00021;30;0,0026;0,00015;30;20;2e-05;3;0,19;0,00035;3;500;1;2;27,5;0,015;100;0,2;0,00015;3;3;4e-05;0,00015;3;0;0,8;2;0,25
"Iprodione";"31616 2";0,0109002391504729;12,5;20;70;5100;2,5;31,2;354;2,5;2000;10;1;2000;8;1;3,7;0,00021;30;0,66;0,00015;30;1,8;2e-05;3;1;0,00035;3;1000;1;2;112,5;0,015;100;4,1;0,00015;3;2;0,17;0,00015;3;0;0,8;2;0,5
"Metazachlor";"31617 1";0,0472777915798803;12,5;20;0;5100;2,5;9,7;354;2,5;2000;10;1;3480;8;1;8,5;0,00021;30;33;0,00015;30;0,0162;2e-05;3;0,0023;0,00035;3;500;1;2;86,1;0,015;100;2,15;0,00015;3;216;0,1;0,00015;3;0;0,8;2;0,5
"Metribuzin";"31618 2";0,0764472741372659;12,5;20;10;5100;2,5;11,5;354;2,5;164;10;1;322;8;1;74,6;0,00021;30;49;0,00015;30;0,02;2e-05;3;0,008;0,00035;3;427;1;2;183;0,015;100;5,6;0,00015;3;41;0,32;0,00015;3;5,25;0,8;2;0,7
"Pirimicarb";"31619 2";0,221730950880694;12,5;20;24;5100;2,5;86;354;2,5;20,9;10;1;142;8;1;100;0,00021;30;0,017;0,00015;30;140;2e-05;3;0;0,00035;3;60;1;2;28,55;0,015;100;18;0,00015;3;33,3;9e-04;0,00015;3;0;0,8;2;0,5
"Isoproturon";"31620 1";0,0486362216225364;12,5;20;177;5100;2,5;12;354;2,5;1401;10;1;1826;8;1;18;0,00021;30;0,58;0,00015;30;0,013;2e-05;3;0,031;0,00035;3;1000;1;2;197,5;0,015;100;1;0,00015;3;40;0,12;0,00015;3;0;0,8;2;0,5
"Propamocarb-hydrochlorid";"31621 1";0,0609129937846489;12,5;20;54;5100;2,5;39,3;354;2,5;1842;10;1;1330;8;1;99;0,00021;30;100;0,00015;30;85;2e-05;3;18;0,00035;3;660;1;2;92;0,015;100;6,3;0,00015;3;12;12,3;0,00015;3;362;0,8;2;0,722
"Carfentrazone-ethyl";"31622 12";0,000270429161360288;12,5;20;176;5100;2,5;1;354;2,5;2250;10;1;5000;8;1;1,6;0,00021;30;9,8;0,00015;30;0,012;2e-05;3;0,0057;0,00035;3;820;1;2;200;0,015;100;0,11;0,00015;3;0,1;0,22;0,00015;3;0;0,8;2;4e-04
"Carbendazim";"31623 1";0,149747773591943;12,5;20;25;5100;2,5;37,15;354;2,5;2250;10;1;10000;8;1;0,19;0,00021;30;0,15;0,00015;30;7,7;2e-05;3;0;0,00035;3;5,4;1;2;403;0,015;100;0,0032;0,00015;3;7,9;0,0015;0,00015;3;1;0,8;2;0,5
"Linuron";"31624 1";0,10479990300985;12,5;20;49;5100;2,5;57,6;354;2,5;314;10;1;1146;8;1;3,15;0,00021;30;0,31;0,00015;30;0,016;2e-05;3;0,017;0,00035;3;1000;1;2;160;0,015;100;0,1;0,00015;3;13;0,18;0,00015;3;0;0,8;2;0,118
"Trifluralin";"31624 1";0,00613096854925137;12,5;20;5100;5100;2,5;181;354;2,5;2250;10;1;5000;8;1;0,088;0,00021;30;0,245;0,00015;30;0,0122;2e-05;3;0,0435;0,00035;3;500;1;2;100;0,015;100;10;0,00015;3;13;0,051;0,00015;3;14,19;0,8;2;0,236
"Difenoconazol";"31625 1";0,0178688860169712;12,5;20;330;5100;2,5;130;354;2,5;2150;10;1;1453;8;1;1,1;0,00021;30;0,77;0,00015;30;0,032;2e-05;3;0;0,00035;3;610;1;2;138,5;0,015;100;0,023;0,00015;3;3;0,0056;0,00015;3;0;0,8;2;0,1253
"Fenpropimorph";"31625 1";0,00919611448450654;12,5;20;428;5100;2,5;27,3;354;2,5;2000;10;1;1670;8;1;2,3;0,00021;30;2,24;0,00015;30;0,327;2e-05;3;0;0,00035;3;500;1;2;97,8;0,015;100;0,1;0,00015;3;2,65;0;0,00015;3;4,7;0,8;2;0,375
"Atrazin";"31626 2";0,409434616203461;12,5;20;4,3;5100;2,5;70,5;354;2,5;4237;10;1;1869;8;1;4,5;0,00021;30;85;0,00015;30;0,059;2e-05;3;0,019;0,00035;3;79;1;2;100;0,015;100;2;0,00015;3;0;0,25;0,00015;3;0;0,8;2;0,5
"Atrazin";"31627 2";0,409434616203461;12,5;20;4,3;5100;2,5;70,5;354;2,5;4237;10;1;1869;8;1;4,5;0,00021;30;85;0,00015;30;0,059;2e-05;3;0,019;0,00035;3;79;1;2;100;0,015;100;2;0,00015;3;0;0,25;0,00015;3;0;0,8;2;0,5
"Atrazin";"31628 2";0,409434616203461;12,5;20;4,3;5100;2,5;70,5;354;2,5;4237;10;1;1869;8;1;4,5;0,00021;30;85;0,00015;30;0,059;2e-05;3;0,019;0,00035;3;79;1;2;100;0,015;100;2;0,00015;3;0;0,25;0,00015;3;0;0,8;2;0,5
"Amblyseius cucumeris";"31629 6";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,1
"Dichlobenil";"31630 12";0,0940821334781148;12,5;20;100;5100;2,5;47,075;354;2,5;698;10;1;2000;8;1;7,2;0,00021;30;6,2;0,00015;30;111;2e-05;3;0,0279;0,00035;3;135;1;2;11;0,015;100;0,66;0,00015;3;10,5;1,2;0,00015;3;0;0,8;2;6,75e-05
"Prochloraz";"31631 1";0,0809985796633021;12,5;20;371;5100;2,5;171,8;354;2,5;662;10;1;1023;8;1;1,5;0,00021;30;4,3;0,00015;30;0,0055;2e-05;3;0,171;0,00035;3;500;1;2;121,15;0,015;100;0,049;0,00015;3;2;0;0,00015;3;4,2;0,8;2;0,45
"Aphidoletes aphidimyza";"31632 11";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,1
"Aphelinus abdominalis";"31633 11";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,1
"Aphidius colemani";"31634 11";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,1
"2,4-D";"31635 1";0,00388411850397747;12,5;20;10;5100;2,5;4,4;354;2,5;500;10;1;300;8;1;100;0,00021;30;134,2;0,00015;30;24,2;2e-05;3;2,7;0,00035;3;350;1;2;97;0,015;100;27,2;0,00015;3;7,7;46,2;0,00015;3;0;0,8;2;0,1
"MCPP (Mecoprop)";"31635 1";0,0290039158531694;12,5;20;3;5100;2,5;8,2;354;2,5;500;10;1;1166;8;1;240;0,00021;30;200;0,00015;30;237;2e-05;3;40,2;0,00035;3;988;1;2;100;0,015;100;109;0,00015;3;37;22;0,00015;3;0;0,8;2;0,4
"Diuron";"31636 1";0,0635047127965041;12,5;20;9,45;5100;2,5;75,5;354;2,5;1104;10;1;437;8;1;6,7;0,00021;30;5,7;0,00015;30;0,0027;2e-05;3;0,0183;0,00035;3;798;1;2;100;0,015;100;0,41;0,00015;3;8,8;0,096;0,00015;3;14,4;0,8;2;0,188
"Glufosinat";"31636 1";0,00981743738105719;12,5;20;0;5100;2,5;7,4;354;2,5;2000;10;1;416;8;1;710;0,00021;30;668;0,00015;30;46,5;2e-05;3;1,47;0,00035;3;1000;1;2;472,5;0,015;100;100;0,00015;3;7,2;18;0,00015;3;0;0,8;2;0,0996
"Simazin";"31636 1";0,0795513226986619;12,5;20;221;5100;2,5;60;354;2,5;4640;10;1;5000;8;1;90;0,00021;30;1,1;0,00015;30;0,04;2e-05;3;0,3;0,00035;3;1000;1;2;97;0,015;100;0,7;0,00015;3;46;2,5;0,00015;3;0;0,8;2;0,124
"Bentazon";"31637 1";0,19073287570851;12,5;20;21;5100;2,5;20;354;2,5;1140;10;1;1400;8;1;100;0,00021;30;100;0,00015;30;10,1;2e-05;3;5,4;0,00035;3;870;1;2;200;0,015;100;48;0,00015;3;80;101;0,00015;3;0;0,8;2;0,25
"Dichlorprop-P";"31637 1";0,113229878177337;12,5;20;0;5100;2,5;14;354;2,5;234;10;1;567;8;1;109;0,00021;30;100;0,00015;30;67;2e-05;3;4,1;0,00035;3;1000;1;2;200;0,015;100;100;0,00015;3;20;100;0,00015;3;0;0,8;2;0,2348
"Ioxynil";"31637 1";0,000966438866388854;12,5;20;29;5100;2,5;4;354;2,5;62;10;1;130;8;1;8,5;0,00021;30;3,9;0,00015;30;24;2e-05;3;0,027;0,00035;3;60;1;2;10,1;0,015;100;3,2;0,00015;3;3,5;0,013;0,00015;3;20;0,8;2;0,085
"Diazinon";"31638 1";0,014245677984486;12,5;20;500;5100;2,5;9,1;354;2,5;1,44;10;1;1139;8;1;3,1;0,00021;30;0,001;0,00015;30;6,4;2e-05;3;0;0,00035;3;65;1;2;0,11;0,015;100;0,7;0,00015;3;4,3;0,00056;0,00015;3;0;0,8;2;0,23
"Diazinon";"31639 2";0,014245677984486;12,5;20;500;5100;2,5;9,1;354;2,5;1,44;10;1;1139;8;1;3,1;0,00021;30;0,001;0,00015;30;6,4;2e-05;3;0;0,00035;3;65;1;2;0,11;0,015;100;0,7;0,00015;3;4,3;0,00056;0,00015;3;0;0,8;2;0,4
"Beauveria brongniartii";"31640 2";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;1
"Dimethoat";"31641 1";0,00235598224289628;12,5;20;8;5100;2,5;2,6;354;2,5;10,5;10;1;245;8;1;30,2;0,00021;30;2;0,00015;30;90,4;2e-05;3;0;0,00035;3;31;1;2;0,12;0,015;100;0,4;0,00015;3;45,3;0,04;0,00015;3;2,87;0,8;2;0,4
"Fluroxypyr";"31642 1";0,0782612807011475;12,5;20;62,1;5100;2,5;13,1;354;2,5;2000;10;1;2000;8;1;14,3;0,00021;30;100;0,00015;30;49,8;2e-05;3;12,3;0,00035;3;1000;1;2;108,55;0,015;100;100;0,00015;3;10,5;56;0,00015;3;0;0,8;2;0,045
"MCPA";"31642 1";0,223556026400756;12,5;20;1;5100;2,5;24;354;2,5;234;10;1;962;8;1;72;0,00021;30;190;0,00015;30;79,8;2e-05;3;0,152;0,00035;3;325;1;2;200;0,015;100;15;0,00015;3;13,5;50;0,00015;3;0;0,8;2;0,278
"Bentazon";"31643 1";0,19073287570851;12,5;20;21;5100;2,5;20;354;2,5;1140;10;1;1400;8;1;100;0,00021;30;100;0,00015;30;10,1;2e-05;3;5,4;0,00035;3;870;1;2;200;0,015;100;48;0,00015;3;80;101;0,00015;3;0;0,8;2;0,47
"Desmedipham";"31644 1";0,0102866128077459;12,5;20;157;5100;2,5;24,6;354;2,5;2000;10;1;2000;8;1;0,25;0,00021;30;0,45;0,00015;30;0,01;2e-05;3;5,2;0,00035;3;79;1;2;37,5;0,015;100;0,2;0,00015;3;1,5;0,01;0,00015;3;2,47;0,8;2;0,0329
"Phenmedipham";"31644 1";0,0470672535445576;12,5;20;165;5100;2,5;27,5;354;2,5;2100;10;1;8000;8;1;1,71;0,00021;30;0,41;0,00015;30;0,086;2e-05;3;0,23;0,00035;3;36;1;2;33;0,015;100;0,32;0,00015;3;0,2;0,061;0,00015;3;3,33;0,8;2;0,121
"Ethofumesat";"31645 1";0,135229241326323;12,5;20;144;5100;2,5;21,6;354;2,5;2000;10;1;2000;8;1;10,92;0,00021;30;13,52;0,00015;30;3,9;2e-05;3;52,8;0,00035;3;134;1;2;50;0,015;100;0,8;0,00015;3;20;0,32;0,00015;3;25;0,8;2;0,0941
"Phenmedipham";"31645 1";0,0470672535445576;12,5;20;165;5100;2,5;27,5;354;2,5;2100;10;1;8000;8;1;1,71;0,00021;30;0,41;0,00015;30;0,086;2e-05;3;0,23;0,00035;3;36;1;2;33;0,015;100;0,32;0,00015;3;0,2;0,061;0,00015;3;3,33;0,8;2;0,096
"Ethofumesat";"31646 1";0,135229241326323;12,5;20;144;5100;2,5;21,6;354;2,5;2000;10;1;2000;8;1;10,92;0,00021;30;13,52;0,00015;30;3,9;2e-05;3;52,8;0,00035;3;134;1;2;50;0,015;100;0,8;0,00015;3;20;0,32;0,00015;3;25;0,8;2;0,103
"Phenmedipham";"31646 1";0,0470672535445576;12,5;20;165;5100;2,5;27,5;354;2,5;2100;10;1;8000;8;1;1,71;0,00021;30;0,41;0,00015;30;0,086;2e-05;3;0,23;0,00035;3;36;1;2;33;0,015;100;0,32;0,00015;3;0,2;0,061;0,00015;3;3,33;0,8;2;0,082
"Metamitron";"31647 2";0,136468450958389;12,5;20;75;5100;2,5;24,5;354;2,5;1302;10;1;1183;8;1;190;0,00021;30;5,7;0,00015;30;0,4;2e-05;3;0,4;0,00035;3;914;1;2;98,6;0,015;100;7;0,00015;3;10,5;10;0,00015;3;28;0,8;2;0,7
"Metamitron";"31648 2";0,136468450958389;12,5;20;75;5100;2,5;24,5;354;2,5;1302;10;1;1183;8;1;190;0,00021;30;5,7;0,00015;30;0,4;2e-05;3;0,4;0,00035;3;914;1;2;98,6;0,015;100;7;0,00015;3;10,5;10;0,00015;3;28;0,8;2;0,7
"MCPA";"31649 1";0,223556026400756;12,5;20;1;5100;2,5;24;354;2,5;234;10;1;962;8;1;72;0,00021;30;190;0,00015;30;79,8;2e-05;3;0,152;0,00035;3;325;1;2;200;0,015;100;15;0,00015;3;13,5;50;0,00015;3;0;0,8;2;0,0555
"MCPB";"31649 1";0,0102948337357692;12,5;20;0;5100;2,5;6,9;354;2,5;282;10;1;4300;8;1;4,3;0,00021;30;55;0,00015;30;41;2e-05;3;37;0,00035;3;252;1;2;90,9;0,015;100;40;0,00015;3;9,7;50;0,00015;3;0;0,8;2;0,244
"Calciumhydroxide (Kalkhydrat, gelöschter Kalk)";"31651 1";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;7340;8;1;240;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;520;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,1
"Piperonyl butoxid";"31652 1";0,00535307472937412;12,5;20;260;5100;2,5;13;354;2,5;2250;10;1;7220;8;1;5,3;0,00021;30;0,51;0,00015;30;0,24;2e-05;3;0;0,00035;3;0;1;2;294;0,015;100;0;0,00015;3;0;0,12;0,00015;3;0;0,8;2;0,02
"Pyrethrin";"31652 1";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,015
"Fettsäuren (Kaliumsalze)";"31653 1";0;12,5;20;255;5100;2,5;0;354;2,5;2510;10;1;2000;8;1;8,8;0,00021;30;1,2;0,00015;30;0;2e-05;3;0;0,00035;3;105;1;2;25;0,015;100;5;0,00015;3;0;0;0,00015;3;0;0,8;2;0,0104
"Leim (glue)";"31654 11";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,1
"Chlorfenvinphos";"31655 1";0,0600416813881284;12,5;20;250;5100;2,5;38,5;354;2,5;80;10;1;12;8;1;1,1;0,00021;30;0,00025;0,00015;30;1,36;2e-05;3;0;0,00035;3;130;1;2;0,55;0,015;100;0,03;0,00015;3;7;1e-04;0,00015;3;0;0,8;2;0,165
"Dicamba";"31656 1";0,00376968441871336;12,5;20;15;5100;2,5;4;354;2,5;1373;10;1;1581;8;1;100;0,00021;30;41;0,00015;30;1,8;2e-05;3;0,45;0,00035;3;1000;1;2;100;0,015;100;180;0,00015;3;40;97;0,00015;3;0;0,8;2;0,0298
"MCPA";"31656 1";0,223556026400756;12,5;20;1;5100;2,5;24;354;2,5;234;10;1;962;8;1;72;0,00021;30;190;0,00015;30;79,8;2e-05;3;0,152;0,00035;3;325;1;2;200;0,015;100;15;0,00015;3;13,5;50;0,00015;3;0;0,8;2;0,363
"Dicamba";"31657 1";0,00376968441871336;12,5;20;15;5100;2,5;4;354;2,5;1373;10;1;1581;8;1;100;0,00021;30;41;0,00015;30;1,8;2e-05;3;0,45;0,00035;3;1000;1;2;100;0,015;100;180;0,00015;3;40;97;0,00015;3;0;0,8;2;0,0298
"MCPA";"31657 1";0,223556026400756;12,5;20;1;5100;2,5;24;354;2,5;234;10;1;962;8;1;72;0,00021;30;190;0,00015;30;79,8;2e-05;3;0,152;0,00035;3;325;1;2;200;0,015;100;15;0,00015;3;13,5;50;0,00015;3;0;0,8;2;0,363
"Difenoconazol";"31658 1";0,0178688860169712;12,5;20;330;5100;2,5;130;354;2,5;2150;10;1;1453;8;1;1,1;0,00021;30;0,77;0,00015;30;0,032;2e-05;3;0;0,00035;3;610;1;2;138,5;0,015;100;0,023;0,00015;3;3;0,0056;0,00015;3;0;0,8;2;0,25
"Propamocarb-hydrochlorid";"31659 1";0,0609129937846489;12,5;20;54;5100;2,5;39,3;354;2,5;1842;10;1;1330;8;1;99;0,00021;30;100;0,00015;30;85;2e-05;3;18;0,00035;3;660;1;2;92;0,015;100;6,3;0,00015;3;12;12,3;0,00015;3;362;0,8;2;0,722
