ID,Active,Reference,Mammals Dermal LD50 mg/kg,Mammals dermal <>,Quality Barometer - Mammals Dermal,Mammals Inhalation LC50 mg/l,Mammals Inhalation <>,Quality Barometer - Mammals Inhalation,WHO Classification,CLP classification 2013,CLP classification precautionary statements,EC Risk Classification,EC Safety Classification,General human health issues,Genotoxic?,Carcinogen?,Endocrine distrupter?,Reproduction/development effects?,Acetyl cholinesterase inhibitor?,Neurotoxicant?,Respiratory tract irritant?,Skin irritant,Eye irritant,Handling issues,Acceptable Daily Intake (ADI) mg/kg bw,Quality Barometer - ADI,ARfD mg/kg BW/day,Quality Barometer - ARfD,Acceptable Operator Exposure Level (AOEL) Systemic,Quality Barometer - AOEL,Percutaneous Penetration study %,Quality Barometer - Percutaneous Penetration,Dangerous Substances Directive 76/464,Exposure Routes - Public,Exposure Routes - Occupational,Examples of European MRLs  mg/Kg,MRL Comments,Drinking Water MAC ug/l,MAC ref
"285","etridiazole","Olin 2424","5000",">","A5 Rat","5.7",">","A5 Rat (nose only)","III","[Health: H302, H317, H351], [Environment: H400, H410]",,"[Carcinogen category 3: R40], [T - Toxic: R23],  [Xn - Harmful: R21, R22], [N - Dangerous for the environment: R50, R53]","[S1/2, S36/37, S38, S45, S60, S61]","[Possible liver toxicant]","A0; B2; C3; D3; E0","Possible","Yes","Yes","No","No","Possible","No","No","[Not explosive or oxidising], [IMDG Transport Code is usually 6.1]","0.015","A4 Rat, SF=100","0.15","A4 Rabbit, SF=100","0.03","A4 Dog, SF=100","18-30","A5 concentration dependent",,"[Bystanders should be prohibited from entering glasshouses post-application]","[PPE/PPC required to minimise exposure]",,,"0.1","EU Dir 89/778/EC limit; Calc MAC=15.0 µg/l; A5"
"286","etrimfos",,"5000",">","L3 Rat",,,,"II","[Health: H302], [Environment: H400, H410]",,"[Xn - Harmful: R22], [N - Dangerous for the environment: R50, R51]","[S2, S60, S61]","[Moderately toxic]","A3; B0; C0; D0; E0","No data","No data","No data","Yes","Yes","No data","No data","No data","[Not compatible with strong alkaline substances]","0.003","JMPR 1986",,,,,,,,,,,,,
"287","famoxadone","JE 874","2000",">","A5 Rat","5.3",">","A5 Rat, 4 hr","U","[Health: H373], [Environment: H400, H410]",,"[Xn - Harmful: R48/22], [N - Dangerous for the environment: R50, R53]","[S2, S46, S60, S61]","[Splene, liver & red blood cell toxicant], [May cause long term eye damage from repeated exposure]","A2; B3; C3; D0; E0","No","No data","Possible","No","Possible","No data","No","No","[Not explosive or oxidising]","0.012","A5 Dog, SF=100","0.2","A5 Mouse, SF=100","0.0048","A4 Dog, 1 year, SF=100","0.4-2.0","A5 concentration dependent",,"[Minimal risk from dietary exposure], [Risk assessment indicates ARfD would not normally be execeeded]","[Risk of exposure acceptable under label recommendations for use for personal protection clothing and equipment]",,,,
"289","fenamidone","RPA 407213","2000",">","A5 Rat","2.1","> ","A5 Rat, 4 hrs (nose only)","NL","[Environment: H400, H410]",,"[N - Dangerous for the environment: R50, R53]","[S60, S61]","[Possible liver and thyroid toxicant]","A2; B3; C3; D0; E0","No","No data","Possible","No","No","No data","No","Yes","[Prevent generation of mists], [Not explosive or oxidising], [IMDG Transport Code is usually 9]","0.03","A5","None allocated","A5","0.3","A5 Rat, 90 day, SF=100","1.75-4.3","A5 concentration dependent",,"[Minimal risk of dietary exposure]",,,,,
"290","fenamiphos","BAY 68138","72.0","=","A5 Rat","0.065","=","A5 Rat, 4 hr (aerosl)","Ib","[Health: H300, H310, H319, H330], [Environment: H400, H410]",,"[T+ - Very toxic: R28], [T - Toxic: R24], [N - Dangerous for the environment: R50, R53]","[S1/2, S23, S28, S36/37, S45, S60, S61]","[Toxic by inhalation and skin contact], [Exposure may be fatal due to respiratory failure], [May overstimulate the nervous system causing nausea, dizziness and confusion], [Inhibition of erythrocyte ChE activity]","A2; B3; C3; D0; E3","No","No","Yes","Yes","Yes","No data","No","Yes","[Not explosive or oxidising], [IMDG Transport Code is usually 6.1]","0.0006","A5 Dog, SF=100","0.0025","A5 Dog, SF=100","0.0008","A5 Dog, SF=100","1.0-5.0","A5 concentration dependent","List I; List II","[Negligible risk to bystanders]","[Negligible risk to operators]",,,,
"291","fenarimol","EL 222","2000",">","A5 Rabbit","2.04",">","L3 Rat","III","[Health: H361fd, H362], [Environment: H411]",,"[Reproduction risk category 3: R62, R63, R64], [N - Dangerous for the environment: R51, R53]","[S2, S36/37, S61]","[May be fatal], [May cause irritation or burns], [Vapour may cause dizziness or suffocation], [Endocrine issues - Antagonist of androgenic action]","A3; B0; C0; D0; E0","No","Yes","Possible","No","No","No data","No data","No data","[Vapour may form explosive mixture with air], [Highly flammable], [IMDG Transport Code is usually 6.1]","0.01","A5 Rat, SF=100","0.02","A5 Rat, SF=100","0.02","A2 Rat, SF=100",,,,"[Acceptable level of risk for bystanders]","[Acceptable level of risk for operators and other workers]",,,,
"292","fenazaquin","DE 436","5000",">","A5 Rabbit","1.9","=","A5 Rat","II","[Health: H301, H332], [Environment: H400, H410]",,"[T - Toxic: R25], [Xn - Harmful: R20], [N - Dangerous for the environment: R50, R53]","[S1/2, S37, S45, S60, S61]","[Moderately toxic], [Harmful by inhalation], [Possible liver toxicant]","A1; B3; C3; D0; E0","No","No","Possible","No","No data","Yes","No","No","[Not explosive or oxidising], [IMDG Transport Code is usually 6.1]","0.005","A4 Rat, SF=100","0.1","A4 Rat, SF=100","0.01","A4 Dog, SF=100","2-14","A5 concentration dependent",,"[Acceptable for the registered uses]","[Acceptable for the registered uses]",,,,
"293","fenbuconazole","RH 7592","5000",">","A5 Rat","2.1",">","A5 Rat, 4 hr (nose only)","III","[Environment: H400, H410]",,"[Xn - Harmful: R63], [N - Dangerous for the environment: R50, R53]","[S60, S61]","[Possible liver & kidney toxicant], [USEPA - possible human carcinogen], [Endocrine issues - Inhibition of thyroid hormones production]","A3; B3; C3; D0; E0","Possible","Possible","Possible","No","No","Possible","No","No","[Not explosive or oxidising], [IMDG Transport Code is usually 9]","0.006","A4 Dog, SF=100, Proposed","0.3","A2 Rat, SF=100, Proposed","0.02","A5 Rat, SF=300, Proposed","4-30","A5 concentration dependent",,"[Vapour drift unlikley to be a concern to bystanders]","[Acceptable risk for registered applications - PPE/PPC advised]",,,"0.1","EU Dir 89/778/EC limit; Calc MAC=18.0 µg/l; A5"
"294","fenbutatin oxide","ENT 27738","2000",">","A5 Rat","0.046","=","A5 Rat, 4 hr (whole body)","III","[Health: H315, H319, H330], [Environment: H400, H410]",,"[T+ - Very toxic: R26], [Xi - Irritant: R36/38], [N - Dangerous for the environment: R50, R53]","[S1/2, S28, S36/37, S45, S60, S61]","[Highly toxic]","A3; B3; C3; D0; E0","No","No data","Yes","No","No","Yes","Yes","Yes","[Not oxidising or explosive], [IMDG Transport Code is usually 6.1 or 9]","0.05","A5 Rat, SF=100","0.1","A5 Rat, SF=100","None allocated","A5","1-20","A5 concentration dependent","List I","[No unacceptable risks to bystanders identified]",,,,"0.1","EU Dir 89/778/EC limit; A5"
"297","fenfuram","WL 22361",,,,"10.3",,"L3 Rat","U","[Not classified: Obsolete]",,"[Not classified: Obsolete]","[Not classified: Obsolete]","[No further information available]","A0; B0; C0; D0; E3","No","No data","No data","No","No","No data","No data","No data","[Ensure adequate ventilation when using]",,,,,,,,,,,,,,,
"298","fenhexamid","KBR 2738","5000",">","A5 Rat","5.06",">","A5 Rat, 4 hr (dust, nose only)","U","[Environment: H411]",,"[N - Dangerous for the environment: R51, R53]","[S61]","[Possible liver, kidney and erthrocytes toxicant]","A3; B3; C3; D0; E3","No","No data","Possible","No","No","No","No","No","[IMDG Transport Code is usually 9], [Not oxidising or explosive]","0.2","A5 Dog, SF=100","None allocated","A5","0.2","A5 Dog, SF=100","0.2-8","A5 concentration dependent",,"[No significant risk for proposed uses]","[May be absorbed through skin - PPE required]",,,,
"325","fluazinam","IKF 1216","2000",">","A5 Rat","1.1",">","A5 Rat, 4 hr (nose only, dust aerosol)","NL","[Health: H317, H318, H332, H361d], [Environment: H400, H410]",,"[Reproduction risk category 3: R63], [T - Toxic: R23], [Xn - Harmful: R41, R43], [N - Dangerous for the environment: R53]",,"[Potential liver toxicant], [May cause allergic contact dermatitis and occupational asthma], [USEPA - some evidence to suggest possible human carcinogen]","A3; B3; C3; D0; E3","Possible","Possible","Possible","No data","No","No data","Yes","Yes","[Not explosive or oxidising], [IMDG Transport Code is usually 9]","0.01","A5 Mouse, SF=100","0.07","A5 Rabbit, SF=100","0.004","A5 Dog, SF=100","0.3-5.0","A5 concentration dependent","List II","[Low to moderate risks identified for bystanders and residents mainly from spray drift]","[Acceptable risk for operators for proposed uses with PPE/PPC], [Acceptable risk for other farm workers for proposed uses]",,,,
"326","fluazolate",,,,,,,,"NL","[Not classified: Obsolete]",,"[Not classified: Obsolete]","[Not classified: Obsolete]","[Probable brain toxicant]","A0; B0; C0; D0; E3","No data","No data","No data","No","Yes","No data","Possible","Possible","[No information available]",,,,,,,,,"List II",,,,,,
"327","flubenzimine","BAY SLJ 0312",,,,,,,"O","[Health: H319], [Environment: H400, H410]",,"[Xi - Irritant: R36], [N - Dangerous for the environment: R50, R53]","[S2, S26, S60, S61]","[No further information available]","A0; B0; C0; D0; E3","No data","No data","No data","No","No data","No data","Yes","Yes","[No information available]",,,,,,,,,"List II",,,,,,
"328","flucycloxuron","OMS 3041","2000",">","L3 Rat","3.3",">","L3 Rat","U","[Health: H319], [Environment: H413]",,"[Not classified: Obsolete]","[Not classified: Obsolete]","[No further information available]","A0; B0; C0; D0; E3","No","No data","No data","No","No data","Yes","Yes","Yes","[No information available]",,,,,,,,,"List II",,,,,,
"329","flucythrinate","OMS 2007","1000",">","L3 Rabbit","4.85",,"L3 Rat","Ib","[Health: H301, H312, H330, H373], [Environment: H400, H410], [Handling: H226]",,"[T - Toxic: R25], [Xn - Harmful: R20/21], [N - Dangerous for the environment: R50/53]","[S36/37, S45, S60, S61]","[Highly toxic]","A3; B0; C0; D0; E3","No","No data","Possible","No","Yes","No data","Yes","Yes","[Flammable liquid]","0.02","JMPR 1985",,,,,,,"List II",,,,,,
"330","fludioxonil","CGA 173506","2000",">","A5 Rat","2.6",">","A5 Rat (nose only)","U","[Health: H311, H319], [Environment: H400, H410, H412]",,"[N - Dangerous for the environment: R50/53]","[S60, S61]","[Liver and kidney toxicant]","A2; B2; C3; D0; E0","Possible","No data","Possible","No","No","No","Yes","Yes","[Not explosive or oxidising], [IMDG Transport Code is usually 9]","0.37","A5 Rat, SF=100","None allocated","A5","0.59","A5 Dog, SF=100","0.3-1.7","A5 concentration dependent","List II","[Negligible risk to bystanders]","[No unacceptable risk to operators and other workers identified]",,,,
"331","flufenacet","FOE 5043","2000",">","A5 Rat","3.74",">","A5 Rat (nose only)","II","[Health: H302, H317, H373], [Environment: H400, H410]",,"[Xn - Harmful: R22, R43, R48/22], [N - Dangerous for the environment: R50, R53]","[S2, S13, S24, S37, S60, S61]","[Potential liver, spleen and thyroid toxicant]","A3; B0; C0; D0; E3","No","No data","Possible","No","No","Possible","Possible","Possible","[Not explosive or oxidising], [IMDG Transport Code is usually 9]","0.005","A5 Rat, SF=200","0.017","A5 Dog, SF=100","0.017","A4 Dog, 90 day, SF=100","0.2-4.7","A5 concentration dependent","List II","[Minimal risk from dietary exposure], [Risk assessment indicates ARfD would not normally be execeeded]","[No unacceptable risks to operators or other workers identified]",,,,
"332","flufenoxuron","BAS 3071","2000",">","A5 Rat","3.3",">","A5 Rat","III","[Health: H362], [Environment: H400, H410]",,"[Xn - Harmful: R20], [N - Dangerous for the environment: R50, R53]","[S22]","[Bioaccumulates], [May cause anemia], [Possible blood, liver, kidney and spleen toxicant]","A3; B3; C3; D0; E3","No","Yes","Possible","No","No data","Yes","No","No","[Not explosive or oxidising however fine dust clouds may present an explosive mix], [IMDG Transport Code is usually 9]","0.01","A5 Dog, SF=300 Provisional","None allocated","A5","0.01","A5 Dog, SF=250 Provisional","0.02-2.0","A5 concentration dependent",,"[Acceptable for proposed uses]","[Acceptable for proposed uses]",,,,
"333","diflovidazin","SZ1 121","2000",">","F3 Rat","5.0",,"F3 Rat","NL","[Health: H302, H319], [Environment: H400]",,"[Xn - Harmful: R22], [Xi - Irritant: R36], [N - Dangerous for the environment: R50/53]","[S26, S60, S61]","[No further information available]","A3; B0; C0; D0; E0","No data","No data","Possible","No","No data","No data","No","Yes","[No information available]","0.098","L3",,,,,,,,,,,,,
"334","flumetsulam","DE 498","2000",">","L3 Rabbit","1.2",,"L3 Rat","U","[Health: H332], [Environment: H400, H410]",,"[Xn - Harmful: R21/22], [Xi - Irritant: R36/38]","[S22, S24/25]","[No further information available]","A0; B0; C0; D0; E0","No","No data","No data","No","No","No data","Yes","Yes","[Not compatible with strong acids, bases or oxidizing materials], [Will emit hazardous gases under fire conditions], [IMDG Transport Code is usually 9]",,,,,,,,,"List II",,,,,,
"335","flumioxazin","S 53482","2000",">","A5 Rat","3.93",">","A5 Rat, 4 hr (whole body)","NL","[Health: H360D], [Environment: H400, H410]",,"[Reproduction risk category 2: R61], [N - Dangerous for the environment: R50, R53]","[S45, S53, S60, S61]","[Some evidence chronic exposure can cause anaemia]","A3; B3; C3; D0; E3","No","No data","Yes","No","No","Possible","No","Yes","[Prevent generation of dust], [Not explosive or oxidising], [IMDG Transport Code is usually 9]","0.009","A5","0.05","A5","0.018","A5","2.8-18.5%","A5 concentration dependent","List II","[Estimated low risk to bystanders and the public]","[Occupational exposure may occur through dermal and inhalation routes]",,,,
"336","fluometuron",,"2000",">","A5 Rat","4.62",">","A5 Rat","U","[Health: H302], [Environment: H400, H410]",,"[Carcinogen category 3: R40], [Reproduction risk category 3: R63], [Xn - Harmful: R64], [N - Dangerous for the environment: R51, R53]",,"[Exposure may lead to convulsions or coma], [May cause reduced blood pressure], [May cause haemolytic anaemia], [IARC Group 3 carcinogen; USEPA - possible human carcinogen]","A2; B2; C3; D0; E3","Possible","No data","Yes","Possible","No","Yes","No","No","[Not explosive or oxidising]","0.0005","A4 Rat, SF=1000","0.008","A4 Rat, SF=100","0.008","A4 Rat, SF=100","0.6-6.0","A5 concentration dependent","List II","[No unacceptable risks to bystanders identified]","[No unacceptable risks to operators or other workers identified]",,,"0.1","EU Dir 89/778/EC limit; Calc MAC=6.6 µg/l; A5"
"337","fluopicolide","AE C638206","5000",">","A5 Rat","5.16",">","A5 Rat, 4 hr (nose only)","NL","[Environment: H400, H410]",,"[N - Dangerous for the environment: R50, 53]","[S35, S57]","[Possible liver, kidney and spleen toxicant]","A2; B0; C3; D0; E0","No","No data","No","No","No","No","No","No","[Not flammable, explosive or oxidising]","0.08","A3 proposed, Mouse, SF=100","0.18","A3 proposed Rat, SF=100","0.05","A3 proposed Rat, 90 day, SF=100","0.24-2.75","A5 concentration dependent","List II","[No unacceptable risks for bystanders identified]","[Potential risk to operators if PPE/PPC not utilised]",,,"0.1","EU Dir 89/778/EC limit; Calc MAC=0.24 µg/l; A5"
"338","fluoroacetamide",,,,,,,,"Ib","[Health: H300, H311]",,"[T+ - Very toxic: R28], [T - Toxic: R24]","[S1/2, S36/37, S45]","[Extremely toxic], [May cause convulsions, nausea and vomiting], [Cardiovascular, Kidney & brain toxin]","A0; B0; C0; D0; E0","No","Possible","Yes","No","Yes","No data","No data","No data","[Prevent generation of dust]",,,,,,,,,"List II","[Possible contact via laid rodent bait]","[May be absorbed via dermal routes]",,,,
"339","fluoroglycofen",,"5000",">","L3 Rabbit","7.5",,"L3 Rat (as formulation)","II","[Health: H302]",,"[Not classified: Obsolete]","[Not classified: Obsolete]","[Possible blood, Kidney and liver toxicant]","A3; B3; C3; D0; E0","No data","No data","Possible","No","No data","No data","Possible","Possible","[No information available]","0.0095","UK ACP 1999",,,,,,,"List II",,,,,,
"340","fluoxastrobin","HEC 5725","2000",">","A5 Rat","5.0",">","A5 Rat 4 hr (nose only)","NL","[Health: H317], [Environment: H400, H410]",,"[N - Dangerous for the environment: R50, R53]","[S60, S61]","[Possible liver & kidney toxicant]","A3; B0; C3; D0; E3","No","No","No","No","No","No","No","No","[Not explosive or oxidising], [IMDG Transport Code is usually 9]","0.015","A5 Dog, SF=100","0.08","A5 Dog, SF=100","0.03","A5 Dog, 90 day, SF=100","4.0","A5","List II","[Minimal risk from dietary exposure], [Risk assessment indicates ARfD would not normally be execeeded]",,,,"0.1","EU Dir 89/778/EC limit; Calc MAC=45 µg/l; A5"
"341","flupyrsulfuron-methyl-sodium",,"2000",">","A5 Rat","5.8",">","A5 Rat, 4 hr (nose only)","U","[Environment: H400, H410]",,"[Carcinogen category 2: R45],, [Reproduction category 2: R61], [N - Dangerous for the environment: R50, R53]","[S60, S61]","[Possible liver toxicant]","A3; B3; C3; D0; E0","Possible","No data","Possible","No","No","Yes","No","No","[Not explosive or oxidising], [IMDG Transport Code is usually 9]","0.035","A5 Mouse, SF=100","None allocated","A5","0.08","A4 Dog, 1 year, SF=100","1.0-60.0%","A5 concentration dependent","List II","[Minimal risk of dietary exposure], [No unacceptable risk to bystanders identified]","[No unacceptable risks to operators or other workers identified]",,,,
"342","fluquinconazole","AE C597265","625","=","A5 Rat","0.514","=","A5 Rat, 4 hr (head only)","NL","[Health: H301, H312, H315, H331, H372], [Environment: H400, H410]",,"[T - Toxic: R23/25, R48/25], [Xn - Harmful: R21], [Xi - Irritant: R38], [N - Dangerous for the environment: R50, R53]","[S1/2, S36/37/39, S38, S45, S60, S61]","[Possible kidney & liver toxicant]","A3; B3; C3; D0; E0","Possible","Possible","Possible","No","No","Possible","Yes","No","[Prevent generation of mists], [Not explosive or oxidising], [IMDG Transport Code is usually 9]","0.002","A4 Dog, SF=100","0.02","A2 Dog, SF=100","0.001","A2 Dog, SF=167","1-4","A5 concentration dependent","List II","[Risk to bystanders acceptable for proposed uses]","[Possible risk to operators and other farm workers - PPE/PPC advised]",,,"0.1","EU Dir 89/778/EC limit; Calc MAC=0.9 µg/l; A5"
"344","flurenol",,"10000",">","L3 Rat",,,,"U","[Environment: H411]",,"[N - Dangerous for the environment: R51, R53]","[S61]","[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"345","fluridone",,"5000",">","L3 Rabbit","4.12",,"L3 Rat","U","[Health: H311, H319], [Environment: H411]",,"[N - Dangerous for the environment: R51/53]","[S60]","[No further information available]","A0; B0; C0; D0; E0","No","No data","No","No","No","No","Yes","Yes","[No information available]",,,,,,,,,"List II",,,,,,
