ID,Active,Reference,Taxonomic classification,Substance source,Substance production,Target Pests,Uses,Target Host,Product 1,Manufacturer 1,Product 2,Manufacturer 2,Product 3,Manufacturer 3,Known to used in the following countries,Farming system suitability
"2085","Anaphes nitens",,"Order: Hymenoptera; Family: Encyrtidae","Native to Australia but now widespread globally","Produced commerically by rearing under controlled conditions on the eucalyptus snout beetle","Eucalyptus snout beetle (<i>Gonipterus scutellatus</i> & <i>Gonipterus gibberus</i>)","Crop protection","Eucalyyptus","None identified","None known",,,,,"South Africa, USA, France, Italy, Israel, Morocco, Algeria, Tunisia, Greece, Cyprus, Spain",
"2086","Anastatus tenuipes",,"Order: Hymenoptera; Family: Eupelminae","Very common globally where cockroaches are found including USA, Europe and Asia","Produced commerically by rearing under controlled conditions on the eggs of the brown-banded cockroach","Cockroaches and in particular the brown-banded cockroach and the German cockroach","Pest control in industrial and commercial premisies",,"Anastatus tenuipes","Rincon-Vitova",,,,,"USA",
"2087","Anthocoris nemoralis",,"Order: Hemiptera; Family: Anthocoridae","Common in many parts of Europe from the Borth to the Mediterranean. Now widespread in parts of USA","Produced commerically by rearing under controlled conditions in insectaries.","Psyllids, aphids and to a lesser extent thrips","Crop protection","Top fruit","Anthocoris system","Biobest Biological Systems","Anthocoris system","AnthoPak","Antholine n","Syngenta Bioline","Denmark, Finland",
"2088","Agrotis segetum granulosis virus",,,"This strain of the bacterium was first isolated in Spain from turnip moth (<i>Agrotis segetum</i>) larvae","Produced by controlled fermentation","Cutworms in particular the common cutworm (<i>Agrotis segetum</i>) and the black cutowrm (<i>Agrotis ipsilon</i>)","Crop protection","Maize, potatoes, sugarbeet, field crops, ornamentals and others","Not identified","None known",,,,,"Soviet Union",
"2089","aschersonia aleyrodis",,,"Found predominately in tropical and subtropical climates and first used in Florida, USA",,"Whitefly, in particular, the citrus whitefly (<i>Dialeurodes citri</i>) and the common greenhouse whitefly (<i>Trialeurodes vaporariorum</i>)","Crop protection","Citrus, glasshouse crops","Aschersonia aleyrodis spore and mycelium","Koppert Biological Systems",,,,,"Florida, USA, Russia",
"2090","tridec-4-enyl acetate",,,"Originally isolated from Keiferia lycopersicella ","Manufactered for commerical crop protection applications","Tomato pinworm (<i>Keiferia lycopersicella</i>)","Crop protection","Tomatoes, aubergines","Wing Trap Kit for Tomato pinworm, Keiferia lycopersicella","Arbico Organics",,,,,,"Suitable for use in organic farming and for IPM where approved for use in that country"
"2091","(Z)-tetradec-9-enol",,,"One of many chemicals isolated from whole body extracts of the female beet armyworm (<i>Spodoptera exigua</i>).","Synthesised for commerical use","Beet armyworm (<i>Spodoptera exigua</i>)","Crop protection","Wide variety of crops including lucerne, vegetables, legumes, beets, soft fruit and cotton","Isomate-BAW Pheromone","Shin-Etsu","Checkmate BAW F","AgriSense",,,"USA","Suitable for use in organic farming and for IPM where approved for use in that country"
"2092","(Z)-tetradec-7-enal","AI3-35951",,"Originally isolated rom the female sex glands of the Olive moth (<i>Prays oleae</i>)","Synthesised for commerical use","Olive moth (<i>Prays oleae</i>) and citrus flower moth (<i>Prays citri</i> Milliere)","Crop protection","Olives, Citrus","Olive moth pheromone","AgriSense","Isonet-P","CBC-Europe","DKSH Pheromone dispenser","DKSH","Europe","Suitable for use in organic farming and for IPM where approved for use in that country"
"2093","(E,Z)-tetradeca-4,10-dienyl acetate",,,"Originally isolated from the abdominal segments of the femail apple leaf miner (<i>Phyllonorycter ringoniella</i>)","Synthesised for commerical use","Apple leaf miner (<i>Phyllonorycter ringoniella</i>)","Crop protection","Apples","Confuser A","Shin Etsu",,,,,,"Suitable for use in organic farming and for IPM where approved for use in that country"
"2094","sordidin",,,"Originally isolated from adult corm weevils (<i>Cosmopolities sordidus</i>)","Synthesised for commerical use","Banana corm weevil (<i>Cosmopolities sordidus</i>)","Crop protection","Banana, plantain","Cosmolure","ChemTica",,,,,"Costa Rica",
"2095","rhyncolure",,,"Originally isolated from the male palm weevil (<i>Rhynchophorus palmarum</i>)","Synthesised for commerical use","American palm weevil (<i>Rhynchophorus palmarum</i>)","Crop protection","Oil palm","Rhynkolure","ChemTica",,,,,,
"2096","oryctalure",,,"Originally isolated from the male coconut rhinoceros beetle (<i>Oryctes rhinoceros</i>)","Synthesised for commerical use","Coconut rhinoceros beetle (<i>Oryctes rhinoceros</i>)","Crop protection","Oil palm","Oryctalure lure","ChemTica International",,,,,"Costa Rica",
"2097","Pseudomonas sp. strain DSMZ 13134",,"Genus: Pseudomonas; part of RNA-group I of ã-proteobacteria.","Abundant in nature in soils, originally isolated from a lettuce field at the University of Hohenheim in Germany.","Produced by controlled fermentation","None as PGR; soil-borne fungi","Crop protection; yield enhancement","Potatoes","Proradix Plus","Sourcon Padena",,,,,,
"2098","(Z,Z)-octadeca-3,13-dienyl acetate","BAS 286 I",,"Originally isolated from adult virgin female apple clearwing moths (<i>Syanthedon myopaeformis</i>)","Synthesised for commerical use","Apple clearwing moths (<i>Syanthedon myopaeformis</i>)","Crop protection","Apples",,,,,,,,
"2099","(E,Z)-octadeca-3,13-dienyl acetate",,,"Originally isolated from adult virgin female leopard moths (<i>Zeuzera pyrina</i>)","Synthesised for commerical use","Leopard moths (<i>Zeuzera pyrina</i>), Lesser peachtree borer (<i>Synathedon pictipes</i>), Greater peachtree borer (<i>Synathedon exitisoa</i>)","Crop protection","Top fuit, Stone fruit","Isomate PTB Dual","Pacific Biocontrol Corp, Japan","Isonet-Z","CBC Europe Ltd",,,"Japan, USA","Suitable for use in organic farming and for IPM where approved for use in that country"
"2100","(E,Z)-octadeca-2,13-dienyl acetate",,,"Originally isolated from adult virgin female leopard moths (<i>Zeuzera pyrina</i>)","Synthesised for commerical use","Leopard moths (<i>Zeuzera pyrina</i>), Lesser peachtree borer (<i>Synathedon pictipes</i>), Greater peachtree borer (<i>Synathedon exitisoa</i>), currant clearwing moth (<i>Synanthedon tipuliformis</i>)","Crop protection","Top fuit, Stone fruit, Currants","Isonet-Z","CBC Europe","DKSH Pheromone dispenser","DKSH",,,"Japan, USA","Suitable for use in organic farming and for IPM where approved for use in that country"
"2101","14-methyloctadec-1-ene",,,"Originally isolated from the terminal sections of adult virgin female peach leaf miners (<i>Lyonetia clerkella</i>)","Synthesised for commerical use","Peach leaf miners (<i>Lyonetia clerkella</i>)","Crop protection","peach and other stone fruit","Peach leafminer pheromone","Shin Etsu",,,,,"Japan","Suitable for use in organic farming and for IPM where approved for use in that country"
"2102","methylcyclohexenone",,,"Originally isolated from the Douglas fir beetle (<i>Dendroctonus pseudotsugae</i>)","Synthesised for commerical use","Douglas fir beetle and spruce beetles","Forestry","Douglas fir and spruce forests ","Seudenone MCH Repellent","Phero Tech, Inc.","Douglas Fir & Spruce Beetle Repellent","Contech",,,,
"2103","lineatin",,,"Originally extracted from the frass of the female striped ambrosia beetle (<i>Trypodendron lineatum</i>)","Synthesised for commerical use","Ambrosia beetle (<i>Trypodendron lineatum</i>)","Forestry","Harvested pine and fir trees","Linoprax","Biosystemes",,,,,,
"2104","(Z)-icos-13-en-10-one",,,"A substance isolated from the female peach fruit moth (<i>Carposina niponesis</i>) shown to be attractive to male moths","Synthesised for commerical use","Peach fruit moth (<i>Carposina niponesis</i>)","Crop protection","Top fruit","Isomate PFM","Shin Etsu",,,,,,"Suitable for use in organic farming and for IPM where approved for use in that country"
"2105","pityolure",,,"Isolated from abdomen segements of the virgin female processionary moth (<i>Thaumetopoea pityocampa</i>)","Synthesised for commerical use","Processionary moth (<i>Thaumetopoea pityocampa</i>)","Forestry","Pine forests","Fersex TP","SEDQ","Pityolure","SEDQ",,,"Israel",
"2106","(Z)-hexadec-11-enyl acetate",,,"Originally isolated from virgin female European corn borers (<i>Ostrinia nubilalis</i>)","Synthesised for commerical use","Various pests including European corn borers (<i>Ostrinia nubilalis</i>), Beet armyworm (<i>Spodoptera exigua</i>) & pink stalk borer (<i>Sesamia nanagroides</i>)","Crop protection","Wide variety of crops","Checkmat E BAW-F","Suterra","Shin Etsu","CBC-Europe",,,"Europe, Israel","Suitable for use in organic farming and for IPM where approved for use in that country"
"2107","grandlure","SHA 112401",,"Isolated from both male and female boll weevils (<i>Anthonomus grandis</i>)","Synthesised for commerical use","Boll weevils (<i>Anthonomus grandis</i>)","Crop protection","Mainly cotton","Grandlure","Hercon Environmental","Grandlure","Advanced Synthesis",,,"USA",
"2108","frontalin",,,"One of several components isolated from the Douglas fir bark beetle (<i>Dendroctonus pseudotsuga</i>) and other <i>Coleoptera</i> beetles","Synthesised for commerical use and used in mixtures with other chemical attractants","Douglas fir bark beetle (<i>Dendroctonus pseudotsuga</i>), Southern pine beetle (<i>Dendroctonus frontalis</i>), Spruce neetle (<i>Dendroctonus rufipennis</i>)","Forestry","Fir, Pine, Spruce","Douglas Fir Beetle Tree Bait","Cultivar agriculture","Mountain Pine Beetle Tree Bait","Forestry Distributing",,,,
"2109","camphene",,,"One of several components isolated from the Douglas fir bark beetle (<i>Dendroctonus pseudotsuga</i>)","Synthesised for commercial use","Douglas fir bark beetle (<i>Dendroctonus pseudotsuga</i>)","Forestry","Douglas fir","Douglas Fir Beetle Aggregation Pheromone","Pherotech",,,,,,
"2110","carene",,,"A pheromone synergist often used in mixtures with other insect attractants. A constituent of turpentine.","Manufactered for use in commercial products","Southern pine beetle (<i>Dendroctonus frontalis</i>)","Forestry","Pine forests","Southern pine beetle pheromone","Pherotech",,,,,,
"2111","4-methylnonan-5-ol",,,"A volatile component of the aggregation pheromone of the male red palm weevil (<i>Rhynochoprus ferrugineus</i>)","Manufactered for crop protection purposes","Red palm weevil (<i>Rhynochoprus ferrugineus</i>)","Crop protection","Coconut, date palm","Ferag RF","SEDQ",,,,,,
"2112","4-methylnonan-5-one",,,"A volatile component of the aggregation pheromone of the male red palm weevil (<i>Rhynochoprus ferrugineus</i>)","Manufactered for crop protection purposes","Red palm weevil (<i>Rhynochoprus ferrugineus</i>)","Crop protection","Coconut, date palm","Ferag RF","SEDQ",,,,,,
"2113","farnesol",,,"First isolated from certain plants including rose, citronella and lemon grass but more recently isolated from female spider mites","Synthesised for commerical use","Various mites including those of the eotetranychid, tetranychid and panonychid families","Crop protection","Many agricultrual, horticultural and ornamental crops","Stirrup Mylox","Troy Biosciences","Farnesol","Symrise",,,"USA","Suitable for use in organic farming and for IPM where approved for use in that country"
"2114","nerolidol",,,"First isolated from certain plants including rose, citronella and lemon grass but more recently isolated from female spider mites","Synthesised for commerical use","Various mites including those of the eotetranychid, tetranychid and panonychid families","Crop protection","Many agricultrual, horticultural and ornamental crops","Stirrup Mylox","Troy Biosciences","Nerolidol","DSM Nutritional Products AG",,,"USA","Suitable for use in organic farming and for IPM where approved for use in that country"
